							
Berlin :	Ibero-Amerikanisches Institut, Deutschland	Ibero-American Institute	https://ror.org/03bc1mz40				
Berlin :	Technische Universität Berlin, Deutschland	Technical University of Berlin	https://ror.org/03v4gjf40				
Berlin :	Freier Journalist und Informatiker, Berlin						
Berlin :	Humboldt-Universität zu Berlin, Deutschland	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992				
Berlin :	Deutsches Archäologisches Institut, Germany	Deutsches Archäologisches Institut, Zentrale	https://ror.org/041qv0h25				
Berlin :	MPI für Wissenschaftsgeschichte, Deutschland	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Hochschule für Technik und Wirtschaft Berlin	HTW Berlin - University of Applied Sciences	https://ror.org/01xzwj424				
Berlin :	Bundesministerium der Justiz, Berlin, Germany						
Berlin :	Institut für Dokumentologie und Editorik e.V.						
Berlin :	Stiftung Preußischer Kulturbesitz, Deutschland	Prussian Cultural Heritage Foundation	https://ror.org/01y6swy44				
Berlin :	Institut für Dokumentologie und Editorik (IDE)						
Berlin :	Max-Planck-Instiut für Wissenschaftsgeschichte	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Deutsches Archäologisches Institut, Deutschland	Deutsches Archäologisches Institut, Zentrale	https://ror.org/041qv0h25				
Berlin :	Berlin-Brandenburger Akademie der Wissenschaften	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Max-Planck-Institut für europäische Rechtsgeschichte	Max Planck Institute for Legal History and Legal Theory	https://ror.org/00jpzvz45				
Berlin :	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz	Berlin State Library	https://ror.org/02ysgg478				
Berlin :	Zentrum Technik und Gesellschaft / TU Berlin, Germany	Technical University of Berlin	https://ror.org/03v4gjf40				
Berlin :	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Berlin State Library	https://ror.org/02ysgg478				
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte, Berlin	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Max Planck-Institut für Wissenschaftsgeschichte, Berlin	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Berlin-Brandenburg. Akademie der Wissenschaften, Germany	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Leibniz Zentrum für Literatur- und Kulturforschung Berlin	Leibniz-Zentrum für Literatur- und Kulturforschung	https://ror.org/00bpta863				
Berlin :	Telota/Berlin-Brandenburgische Akademie der Wissenschaften	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Max Planck Institut für Evolutionäre Anthropologie, Germany	Max Planck Institute for Evolutionary Anthropology	https://ror.org/02a33b393				
Berlin :	Berlin-Brandenburg Akademie der Wissenschaften, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften, Germany	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte, Deutschland	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Universitätsbibliothek der Freien Universität Berlin, Germany	Freie Universität Berlin	https://ror.org/046ak2485				
Berlin :	Staatsbibliothek zu Berlin, KoFIM-Projekt, Berlin, Deutschland	Berlin State Library	https://ror.org/02ysgg478				
Berlin :	Freie Universität Berlin, Deutschland, Institut für Philosophie	Freie Universität Berlin	https://ror.org/046ak2485				
Berlin :	Institut für Kulturwissenschaft, Humboldt-Universität zu Berlin	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Staatsbibliothek zu Berlin Preußischer Kulturbesitz, Deutschland	Berlin State Library	https://ror.org/02ysgg478				
Berlin :	Berlin-Brandenburgische Akademie der Wisesnschaften, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Berlin-Branbenburgische Akademie der Wissenschaften, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Max-Planck-Institut für europäische Rechtsgeschichte, Deutschland	Max Planck Institute for Legal History and Legal Theory	https://ror.org/00jpzvz45				
Berlin :	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland	Berlin State Library	https://ror.org/02ysgg478				
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte, Berlin, Deutschland	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Max-Planck-Institut für europäische Rechtsgeschichte, Frankfurt am Main	Max Planck Institute for Legal History and Legal Theory	https://ror.org/00jpzvz45				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften, Berlin, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften - Berlin, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Institut für Informatik, Human-Centered Computing, Freie Universität Berlin	Freie Universität Berlin	https://ror.org/046ak2485				
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte,                     Deutschland	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Freie Universität Berlin, Universitätsbibliothek, Leitung Forschungsdatenmanagement	Freie Universität Berlin	https://ror.org/046ak2485				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften,                     Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Max-Planck-Institutzur Erforschung multireligiöser und multiethnischer Gesellschaften	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://ror.org/0080y7t67				
Berlin :	Museum für Naturkunde Berlin – Leibniz-Institut für Biodiversitätsforschung, Deutschland	Museum für Naturkunde	https://ror.org/052d1a351				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften (BBAW), Zentrum Sprache, Deutschland	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443				
Berlin :	Kommission für Geschichte des Parlamentarismus und der politischen Parteien                e. V.	Kommission für Geschichte des Parlamentarismus und der politischen Parteien	https://ror.org/02dv3wb67				
Berlin :	MPI für Wissenschaftsgeschichte und Berlin-Brandenburgische Akademie der Wissenschaften, Germany	Max Planck Institute for the History of Science	https://ror.org/0492sjc74	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443		
Berlin :	Humboldt-Universität zu Berlin, Institut für Bibliotheks- und Informationswissenschaft, Deutschland	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992				
Berlin :	Internationales Theater Institut Deutschland, Berlin / Mediathek für Tanz                und Theater						
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte, Berlin-Brandenburgische Akademie der Wissenschaften	Max Planck Institute for the History of Science	https://ror.org/0492sjc74	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443		
Berlin :	Humboldt-Universität zu Berlin, Institut für Bibliotheks- und                Informationswissenschaft	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992				
Berlin :	Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland / KU                     Leuven, Belgien	Berlin-Brandenburg Academy of Sciences and Humanities	https://ror.org/05jgq9443	KU Leuven	https://ror.org/05f950310		
Berlin :	Max-Planck-Institut für Wissenschaftsgeschichte und Carl von Ossietzky                Universität Oldenburg	Max Planck Institute for the History of Science	https://ror.org/0492sjc74	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91		
Berlin :	Max-Planck-Institut fuer Wissenschaftsgeschichte, Forschungsprogramm  Geschichte der  Max-Planck-Gesellschaft	Max Planck Institute for the History of Science	https://ror.org/0492sjc74				
Berlin :	Universitätsbibliothek und Fachinformationsdienst Sozial- und                Kulturanthropologie an der Humboldt-Universität zu Berlin, Germany	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992				
Berlin :	Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für                Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin),                Germany	Freie Universität Berlin	https://ror.org/046ak2485				
							
							
Würzburg :	Uni Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	JMU Wuerzburg, Germany	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	JMU Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Universität Würzburg, Schweiz						
Würzburg :	Universität Würzburg, Germany	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Lehrstuhl für Computerphilologie	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians-Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians-Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians-Universität, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, JMU Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Lehrstuhl HCI/Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians-Universität Würzburg, Germany	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Julius-Maximilians-Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	University of Würzburg Human-Computer Interaction, Germany	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Chair of Literary Computing, Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Julius-Maximilians-Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Zentrum für Philologie und Digitalität (ZPD), Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Philosophische Fakultät I, Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	University of Würzburg Centre for Philology and Digitality,                Germany	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Zentrum für Philologie und Digitalität „Kallimachos“, Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie, Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Chair of Applied Computer Science and Artificial Intelligence, Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Lehrstuhl für Künstliche Intelligenz und Angewandte Informatik, Universität Würzburg, Deutschland	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie und Neuere Deutsche Literaturgeschichte, Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Lehrstuhl für Comuterphilologie und                neuere deutsche Literaturgeschichte, Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
Würzburg :	Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie und                neuere deutsche Literaturgeschichte, Universität Würzburg	University of Würzburg	https://ror.org/00fbnyb24				
							
							
Stuttgart :	Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Germany	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	University of Stuttgart, Germany	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgard, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Höchstleistungsrechenzentrum Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Landesarchiv Baden-Württemberg, Germany	Landesarchiv Baden Württemberg	https://ror.org/02rrh0b30				
Stuttgart :	Landesarchiv Baden-Württemberg, Deutschland	Landesarchiv Baden Württemberg	https://ror.org/02rrh0b30				
Stuttgart :	Hochschule der Medien Stuttgart, Deutschland	Stuttgart Media University	https://ror.org/022r03w28				
Stuttgart :	Universität Stuttgart, Institut für Sozialwissenschaften	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Institut für Literaturwissenschaft	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Literaturwissenschaft, Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Höchstleistungsrechenzentrum (HLRS), Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Institut für Maschinelle Sprachverarbeitung	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Tübingen, Deutschland/ Universität Stuttgart, Deutschland	University of Tübingen	https://ror.org/03a1kwz48	University of Stuttgart	https://ror.org/04vnq7t77		
Stuttgart :	Institut für maschinelle Sprachverarbeitung der Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Architektur von Anwendungssystemen, Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Literaturwissenschaft, Universität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Literaturwissenschaft, Universtität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Institut für Architektur von Anwendungssystemen (IAAS)	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für maschinelle Sprachverarbeitung, Universität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Institut für maschinelle                Sprachverarbeitung	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Literaturwissenschaft / Digital Humanities der Universität Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Universität Stuttgart, Institut für Maschinelle                Sprachverarbeitung	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Architektur von Anwendungssystemen (IAAS), Universität Stuttgart, Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Architektur von Anwendungssystemen (IAAS) - Universität                Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77				
Stuttgart :	Institut für Architektur von Anwendungssystemen, Universität Stuttgart,                     Deutschland	University of Stuttgart	https://ror.org/04vnq7t77				
							
							
Köln :	Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln/CCeH	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität Köln, Germany	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Germany	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Cologne Center for eHumanities	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	CCeH, Universität Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Center of Music and Film Informatics						
Köln :	Institut für Medienkultur und Theater	University of Cologne	https://ror.org/00rcxh774				
Köln :	CCeH - Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Institut für Linguistik, Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Kunsthistorisches Institut	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Institut für Linguistik (IfL)	University of Cologne	https://ror.org/00rcxh774				
Köln :	Cologne Center for eHumanities, Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanities, Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Cologne Center for eHumanities	University of Cologne	https://ror.org/00rcxh774				
Köln :	Musikwissenschaftliches Institut, Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanities (DCH), Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Data Center for the Humanities (DCH)	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Cologne Center for eHumanities (CCeH)	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität zu Köln, Institut für Digital Humanities (IDH)	University of Cologne	https://ror.org/00rcxh774				
Köln :	Historisch-Kulturwissenschaftliche-Informationsverarbeitung	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanities, Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Institut für Digital Humanities, Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanities (DCH), Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Cologne Center for eHumanities (CCeH), Universität zu Köln, Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Universität Köln, Historisch-Kulturwissenschaftliche Informationsverarbeitung	University of Cologne	https://ror.org/00rcxh774				
Köln :	Cologne Center for eHumanities, Universität zu Köln,                     Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanites (DCH), Universität zu Köln,                Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Data Center for the Humanities (DCH), Universität zu Köln,                Deutschland	University of Cologne	https://ror.org/00rcxh774				
Köln :	Cologne Center for eHumanities, Theaterwissenschaftliche Sammlung der Universität zu Köln	University of Cologne	https://ror.org/00rcxh774				
							
							
Wien :	WU Wien	Vienna University of Economics and Business	https://ror.org/03yn8s215				
Wien :	ÖAW, Wien	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	ÖAW, Österreich	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Albertina, Wien	Albertina	https://ror.org/005p6bw54				
Wien :	Universität Wien	University of Vienna	https://ror.org/03prydq77				
Wien :	ACDH, Österreich	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Albertina, Austria	Albertina	https://ror.org/005p6bw54				
Wien :	WU Wien, Österreich	Vienna University of Economics and Business	https://ror.org/03yn8s215				
Wien :	creative commons Austria						
Wien :	ICARUS, Wien, Österreich	International Centre for Archival Research	https://ror.org/03xexem68				
Wien :	e-Infrastructures Austria						
Wien :	Technische Universität Wien	TU Wien	https://ror.org/04d836q62				
Wien :	Fluxguide GesmbH, Österreich						
Wien :	Computer Vision Lab, TU Wien	TU Wien	https://ror.org/04d836q62				
Wien :	Universität Wien, Österreich	University of Vienna	https://ror.org/03prydq77				
Wien :	Naturhistorisches Museum Wien	Natural History Museum Vienna	https://ror.org/01tv5y993				
Wien :	Kunsthistorisches Museum, Wien	KHM-Museumsverband	https://ror.org/03h82yz49				
Wien :	Zentrum für Soziale Innovation	Centre for Social Innovation	https://ror.org/044xeax47				
Wien :	Open Knowledge Forum Österreich						
Wien :	Wienbibliothek im Rathaus, Austria	Vienna City Library	https://ror.org/01xzsbk70				
Wien :	Österreichische Nationalbibliothek	Austrian National Library	https://ror.org/03dscga50				
Wien :	Wirtschaftsuniversität Wien, Österreich	Vienna University of Economics and Business	https://ror.org/03yn8s215				
Wien :	Österreichisches Filmmuseum, Österreich						
Wien :	Österreichische Nationalbibliothek, Wien	Austrian National Library	https://ror.org/03dscga50				
Wien :	Austrian Academy of Sciences, Österreich	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Österreichische Akademie der Wissenschaften	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Österreichische Nationabibliothek, Österreich	Austrian National Library	https://ror.org/03dscga50				
Wien :	Österreichische Nationalbibliothek, Österreich	Austrian National Library	https://ror.org/03dscga50				
Wien :	Österreichische Akademie der Wissenschaften, ACDH	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Österreichische Akademie der Wissenschaften (ÖAW)	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Österreichische Akademie der Wissenschaften, Wien	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Universität Wien, Institut für Afrikawissenschaften	University of Vienna	https://ror.org/03prydq77				
Wien :	Austrian Institute of Technology in Wien, Österreich	Austrian Institute of Technology	https://ror.org/04knbh022				
Wien :	Österreichische Akademie der Wissenschaften, Austria	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Vienna University of Technology, Computer Vision Lab	TU Wien	https://ror.org/04d836q62				
Wien :	Universität Wien, Institut für Germanistik, Österreich	University of Vienna	https://ror.org/03prydq77				
Wien :	Österreichische Akademie der Wissenschaften, Österreich	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	Austrian Center for Digital Humanities, Wien, Österreich	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	OEAW Österreichische Akademie der Wissenschaften, Österreich	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	ACDH-OEAW Austrian Center for Digital Humanities, Österreich	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Austrian Centre for Digital Humanities and Cultural Heritage	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Österreichische Akademie der Wissenschaften, Wien, Österreich	Austrian Academy of Sciences	https://ror.org/03anc3s24				
Wien :	ACDH-ÖAW, Österreichische Akademie der Wissenschaften, Österreich	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Institut für Geschichte, Universität Wien / FH Campus Wien, Österreich	University of Vienna	https://ror.org/03prydq77	FH Campus Wien	https://ror.org/003f4pg83		
Wien :	Österreichische Akademie der Wissenschaften, Austrian Centre for Digital Humanities	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Literaturarchiv und Literaturmuseum Österreichische                Nationalbibliothek	Austrian National Library	https://ror.org/03dscga50				
Wien :	Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Institut für Neuzeit- und Zeitgeschichtsforschung, Österreichische Akademie der Wissenschaften	Institute for Habsburg and Balkan Studies	https://ror.org/02x2v5f35				
Wien :	Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften, Österreich	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
Wien :	Österreichische Akademie der Wissenschaften, Austrian Centre for Digital Humanities, dataforhistory.org	Austrian Centre for Digital Humanities and Cultural Heritage	https://ror.org/028bsh698				
